Bowler,Match Phase,Innings,Wkt,Dot balls,4s,6s,Runs Conceded,No of Balls,BA,SR,BBI,ECON,BWI,SPI,DBP,BP,BWI_normalized,DBP_normalized,BP_normalized,Econ_normalized,BA_log,SR_log,SPI_log,BBI_log,Cluster
SSB Magala,POWERPLAY,2,1,3,4,1,31,12,31.0,12.0,6.0,15.5,0,0.5,25.0,41.66666666666667,-0.722620504445314,-1.097720410612313,3.1175405189710768,3.077283203723213,3.4657359027997265,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
ST Finn,POWERPLAY,1,7,82,26,5,204,174,29.142857142857142,24.857142857142858,174.0,7.034482758620689,1,0.0,47.12643678160919,17.81609195402299,1.3836222061859889,0.4569471969158486,0.3985947917206067,-0.147380695649355,3.405947984420753,3.2525868822105126,0.0,5.1647859739235145,0
ST Finn,POWERPLAY,2,7,65,17,7,160,138,22.857142857142858,19.714285714285715,69.0,6.956521739130436,1,6.0,47.10144927536232,17.391304347826086,1.3836222061859889,0.45519150227154825,0.350169357081258,-0.1770774144605421,3.172083663361442,3.030823593365261,1.9459101490553132,4.248495242049359,0
ST Gabriel,POWERPLAY,2,1,14,4,1,37,30,37.0,30.0,15.0,7.4,0,0.5,46.66666666666666,16.666666666666664,-0.722620504445314,0.42464241546071746,0.26756126269648717,-0.008148771684591872,3.6375861597263857,3.4339872044851463,0.4054651081081644,2.772588722239781,1
SVE Bharathi,POWERPLAY,1,2,24,2,0,20,36,10.0,18.0,36.0,3.333333333333333,0,2.0,66.66666666666666,5.555555555555555,-0.722620504445314,1.8299004087589001,-0.9990961845366634,-1.5572133848522967,2.3978952727983707,2.9444389791664403,1.0986122886681096,3.6109179126442243,1
SVE Bharathi,POWERPLAY,2,3,28,4,1,32,42,10.666666666666666,14.0,21.0,4.571428571428571,0,1.5,66.66666666666666,11.904761904761903,-0.722620504445314,1.8299004087589001,-0.27529192897486304,-1.085601207541286,2.456735772821304,2.70805020110221,0.9162907318741551,3.091042453358316,1
SW Masakadza,POWERPLAY,1,1,12,9,0,54,30,54.0,30.0,30.0,10.8,0,1.0,40.0,30.0,-0.722620504445314,-0.04377691563867611,1.7875501993762684,1.2869708229310302,4.007333185232471,3.4339872044851463,0.6931471805599453,3.4339872044851463,1
SW Tait,POWERPLAY,1,1,58,15,2,116,102,116.0,102.0,102.0,6.823529411764706,0,1.0,56.86274509803921,16.666666666666664,-0.722620504445314,1.1410484512597914,0.26756126269648717,-0.2277365230208048,4.762173934797756,4.634728988229636,0.6931471805599453,4.634728988229636,1
SW Tait,POWERPLAY,2,10,79,24,2,177,138,17.7,13.8,69.0,7.695652173913043,1,9.0,57.2463768115942,18.84057971014493,1.3836222061859889,1.1680035278575829,0.5153855458507998,0.10447032349937493,2.928523523860541,2.6946271807700692,2.302585092994046,4.248495242049359,0
Saad Bin Zafar,POWERPLAY,1,6,30,6,2,57,54,9.5,9.0,54.0,6.333333333333334,1,0.0,55.55555555555556,14.814814814814811,1.3836222061859889,1.049201523593244,0.05645168815762856,-0.4144608013679241,2.3513752571634776,2.302585092994046,0.0,4.007333185232471,0
Saad Bin Zafar,POWERPLAY,2,5,26,9,2,69,54,13.8,10.8,27.0,7.666666666666666,1,4.0,48.14814814814815,20.37037037037037,1.3836222061859889,0.5287356001494726,0.6897804117742043,0.09342923573624086,2.6946271807700692,2.468099531471619,1.6094379124341003,3.332204510175204,0
Sabir Ali,POWERPLAY,1,1,15,6,1,39,30,39.0,30.0,30.0,7.800000000000001,0,1.0,50.0,23.33333333333333,-0.722620504445314,0.6588520810104153,1.0275557310363772,0.1442182394466579,3.6888794541139363,3.4339872044851463,0.6931471805599453,3.4339872044851463,1
Sabir Ali,POWERPLAY,2,1,6,0,2,18,12,18.0,12.0,6.0,9.0,0,0.5,50.0,16.666666666666664,-0.722620504445314,0.6588520810104153,0.26756126269648717,0.6013192728404065,2.9444389791664403,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
Saeed Ajmal,POWERPLAY,1,6,44,10,0,65,78,10.833333333333334,13.0,78.0,5.0,1,0.0,56.41025641025641,12.82051282051282,1.3836222061859889,1.1092552839906018,-0.17089708442268028,-0.9223508384720898,2.4709204078132605,2.639057329615259,0.0,4.3694478524670215,0
Saeed Ajmal,POWERPLAY,2,3,45,5,0,57,84,19.0,28.0,42.0,4.071428571428571,0,1.5,53.57142857142857,5.952380952380952,-0.722620504445314,0.9097910083850905,-0.953858418564051,-1.276059971455348,2.995732273553991,3.367295829986474,0.9162907318741551,3.7612001156935624,1
Sahel Zadran,POWERPLAY,1,2,33,15,3,126,84,63.0,42.0,84.0,9.0,0,2.0,39.285714285714285,21.428571428571427,-0.722620504445314,-0.09396470111361127,0.8104144543678375,0.6013192728404065,4.1588830833596715,3.7612001156935624,1.0986122886681096,4.442651256490317,1
Sahel Zadran,POWERPLAY,2,4,42,22,0,131,96,32.75,24.0,48.0,8.1875,1,3.0,43.75,22.916666666666664,1.3836222061859889,0.21970895810473312,0.9800560767651344,0.2918237814800557,3.518980417318539,3.2188758248682006,1.3862943611198906,3.8918202981106265,0
Sahir Naqash,POWERPLAY,1,3,33,9,1,62,54,20.666666666666668,18.0,54.0,6.888888888888889,0,3.0,61.11111111111112,18.51851851851852,-0.722620504445314,1.439550966176073,0.4786708372353459,-0.20283995257452195,3.0757749812275277,2.9444389791664403,1.3862943611198906,4.007333185232471,1
Sajad Ahmadzai,POWERPLAY,1,2,5,0,0,3,6,1.5,3.0,6.0,3.0,0,2.0,83.33333333333334,0.0,-0.722620504445314,3.000948736507387,-1.6324249081532387,-1.6841858941283379,0.9162907318741551,1.3862943611198906,1.0986122886681096,1.9459101490553132,1
Sajad Ahmadzai,POWERPLAY,2,1,14,5,0,32,24,32.0,24.0,12.0,8.0,0,0.5,58.333333333333336,20.833333333333336,-0.722620504445314,1.244376244884658,0.7425578054089192,0.22040174501228244,3.4965075614664802,3.2188758248682006,0.4054651081081644,2.5649493574615367,1
Sajid Liaqat,POWERPLAY,1,3,19,3,1,34,36,11.333333333333334,12.0,36.0,5.666666666666666,0,3.0,52.77777777777778,11.11111111111111,-0.722620504445314,0.8540268023018295,-0.365767460920088,-0.6684058199200072,2.512305623976115,2.5649493574615367,1.3862943611198906,3.6109179126442243,1
Sajid Liaqat,POWERPLAY,2,2,6,1,1,22,12,11.0,6.0,6.0,11.0,0,1.0,50.0,16.666666666666664,-0.722620504445314,0.6588520810104153,0.26756126269648717,1.3631543284966547,2.4849066497880004,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
Salman Nazar,POWERPLAY,2,1,7,1,1,15,12,15.0,12.0,6.0,7.5,0,0.5,58.333333333333336,16.666666666666664,-0.722620504445314,1.244376244884658,0.26756126269648717,0.0299429810982204,2.772588722239781,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
Sami Sohail,POWERPLAY,1,3,6,5,0,37,24,12.333333333333334,8.0,24.0,9.25,0,3.0,25.0,20.833333333333336,-0.722620504445314,-1.097720410612313,0.7425578054089192,0.6965486547974375,2.5902671654458267,2.1972245773362196,1.3862943611198906,3.2188758248682006,1
Sami Sohail,POWERPLAY,2,2,17,6,0,52,41,26.0,20.5,20.5,7.609756097560975,0,1.0,41.46341463414634,14.634146341463412,-0.722620504445314,0.059046839968507826,0.035855632105057066,0.0717510024452095,3.295836866004329,3.068052935133617,0.6931471805599453,3.068052935133617,1
Sami Ullah,POWERPLAY,1,2,6,1,0,13,12,6.5,6.0,12.0,6.5,0,2.0,50.0,8.333333333333332,-0.722620504445314,0.6588520810104153,-0.6824318227283758,-0.3509745467299037,2.0149030205422647,1.9459101490553132,1.0986122886681096,2.5649493574615367,1
Sami Ullah,POWERPLAY,2,1,8,3,2,40,18,40.0,18.0,9.0,13.333333333333334,0,0.5,44.44444444444444,27.77777777777778,-0.722620504445314,0.2685026384275866,1.5342187099296383,2.2519618934289443,3.713572066704308,2.9444389791664403,0.4054651081081644,2.302585092994046,1
Samiullah Shenwari,POWERPLAY,1,1,19,6,2,58,42,58.0,42.0,42.0,8.285714285714285,0,1.0,45.23809523809524,19.047619047619047,-0.722620504445314,0.3242668445108481,0.5389878585321626,0.3292353243917461,4.07753744390572,3.7612001156935624,0.6931471805599453,3.7612001156935624,1
Samiullah Shenwari,POWERPLAY,2,6,27,5,0,31,42,5.166666666666667,7.0,21.0,4.428571428571429,1,5.0,64.28571428571429,11.904761904761903,1.3836222061859889,1.6626077905091174,-0.27529192897486304,-1.1400179972310178,1.8191584434161694,2.0794415416798357,1.791759469228055,3.091042453358316,0
Sandeep Sharma,POWERPLAY,1,1,5,2,1,22,12,22.0,12.0,12.0,11.0,0,1.0,41.66666666666667,25.0,-0.722620504445314,0.07332791713617277,1.2175543481213504,1.3631543284966547,3.1354942159291497,2.5649493574615367,0.6931471805599453,2.5649493574615367,1
Sarfaraj Patel,POWERPLAY,1,3,18,11,0,68,48,22.666666666666668,16.0,48.0,8.5,0,3.0,37.5,22.916666666666664,-0.722620504445314,-0.21943416480094893,0.9800560767651344,0.41086050892634446,3.164067588373206,2.833213344056216,1.3862943611198906,3.8918202981106265,1
Sarfaraz Ali,POWERPLAY,1,1,15,5,2,50,42,50.0,42.0,42.0,7.142857142857142,0,1.0,35.714285714285715,16.666666666666664,-0.722620504445314,-0.3449036284882866,0.26756126269648717,-0.10609899312610982,3.9318256327243257,3.7612001156935624,0.6931471805599453,3.7612001156935624,1
Sayed Monib,POWERPLAY,1,6,45,11,6,124,90,20.666666666666668,15.0,90.0,8.266666666666666,1,0.0,50.0,18.88888888888889,1.3836222061859889,0.6588520810104153,0.5208927521431176,0.32197975243311516,3.0757749812275277,2.772588722239781,0.0,4.51085950651685,0
Sayed Monib,POWERPLAY,2,1,20,8,2,64,42,64.0,42.0,21.0,9.142857142857142,0,0.5,47.61904761904761,23.809523809523807,-0.722620504445314,0.49155946276063117,1.0818410502035125,0.6557360625301383,4.174387269895637,3.7612001156935624,0.4054651081081644,3.091042453358316,1
Sayed Shirzad,POWERPLAY,2,1,16,5,1,37,30,37.0,30.0,15.0,7.4,0,0.5,53.333333333333336,20.0,-0.722620504445314,0.8930617465601125,0.6475584968664326,-0.008148771684591872,3.6375861597263857,3.4339872044851463,0.4054651081081644,2.772588722239781,1
Sazib Bhuiyan,POWERPLAY,2,1,5,0,0,14,18,14.0,18.0,9.0,4.666666666666667,0,0.5,27.77777777777778,0.0,-0.722620504445314,-0.9025456893208987,-1.6324249081532387,-1.049323347748131,2.70805020110221,2.9444389791664403,0.4054651081081644,2.302585092994046,1
Shadab Khan,POWERPLAY,2,1,4,0,0,11,12,11.0,12.0,6.0,5.5,0,0.5,33.33333333333333,0.0,-0.722620504445314,-0.5121962467380706,-1.6324249081532387,-0.7318920745580277,2.4849066497880004,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
Shafiul Islam,POWERPLAY,1,3,60,27,2,158,126,52.66666666666666,42.0,126.0,7.523809523809524,0,3.0,47.61904761904761,23.015873015873016,-0.722620504445314,0.49155946276063117,0.9913655182582878,0.03901244604650904,3.982792076316353,3.7612001156935624,1.3862943611198906,4.844187086458591,1
Shafiul Islam,POWERPLAY,2,4,34,12,2,99,72,24.75,18.0,36.0,8.25,1,3.0,47.22222222222222,19.444444444444446,1.3836222061859889,0.46367735971900087,0.5842256245047753,0.31563112696931345,3.248434627109745,2.9444389791664403,1.3862943611198906,3.6109179126442243,0
Shagharai Sefat,POWERPLAY,1,2,3,2,0,10,6,5.0,3.0,6.0,10.0,0,2.0,50.0,33.33333333333333,-0.722620504445314,0.6588520810104153,2.1675474335462126,0.9822368006685306,1.791759469228055,1.3862943611198906,1.0986122886681096,1.9459101490553132,1
Shagharai Sefat,POWERPLAY,2,1,6,0,1,12,12,12.0,12.0,6.0,6.0,0,0.5,50.0,8.333333333333332,-0.722620504445314,0.6588520810104153,-0.6824318227283758,-0.5414333106439657,2.5649493574615367,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
Shahab Alam,POWERPLAY,1,1,2,1,3,22,6,22.0,6.0,6.0,22.0,0,1.0,33.33333333333333,66.66666666666666,-0.722620504445314,-0.5121962467380706,5.967519775245664,5.5532471346060195,3.1354942159291497,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
Shaheen Shah Afridi,POWERPLAY,1,10,119,24,8,238,228,23.8,22.8,228.0,6.263157894736842,1,0.0,52.19298245614035,14.035087719298245,1.3836222061859889,0.8129373872931106,-0.032436553753469426,-0.44119185595235433,3.2108436531709366,3.169685580677429,0.0,5.43372200355424,0
Shaheen Shah Afridi,POWERPLAY,2,16,146,43,4,331,294,20.6875,18.375,147.0,6.755102040816327,1,15.0,49.65986394557823,15.98639455782313,1.3836222061859889,0.6349531355461604,0.1900108067434375,-0.25380170799823915,3.076736057707078,2.9639835752394106,2.772588722239781,4.997212273764115,0
Shahid Afridi,POWERPLAY,1,3,12,2,1,24,24,8.0,8.0,24.0,6.0,0,3.0,50.0,12.5,-0.722620504445314,0.6588520810104153,-0.2074352800159441,-0.5414333106439657,2.1972245773362196,2.1972245773362196,1.3862943611198906,3.2188758248682006,1
Shahid Afridi,POWERPLAY,2,3,19,3,2,39,36,13.0,12.0,18.0,6.5,0,1.5,52.77777777777778,13.88888888888889,-0.722620504445314,0.8540268023018295,-0.04910309911180022,-0.3509745467299037,2.639057329615259,2.5649493574615367,0.9162907318741551,2.9444389791664403,1
Shahid Mahmood,POWERPLAY,1,3,38,12,2,97,78,32.333333333333336,26.0,78.0,7.461538461538462,0,3.0,48.71794871794872,17.94871794871795,-0.722620504445314,0.5687714404143782,0.4137140450695433,0.015292306950984911,3.506557897319982,3.295836866004329,1.3862943611198906,4.3694478524670215,1
Shahid Mahmood,POWERPLAY,2,3,30,11,5,102,66,34.0,22.0,33.0,9.272727272727272,0,1.5,45.45454545454545,24.24242424242424,-0.722620504445314,0.33947526435173725,1.1311913403554534,0.7052058713389854,3.5553480614894135,3.1354942159291497,0.9162907318741551,3.5263605246161616,1
Shahil Momin,POWERPLAY,2,3,14,6,0,36,30,12.0,10.0,15.0,7.199999999999999,0,1.5,46.66666666666666,20.0,-0.722620504445314,0.42464241546071746,0.6475584968664326,-0.0843322772502171,2.5649493574615367,2.3978952727983707,0.9162907318741551,2.772588722239781,1
Shahnawaz Dhani,POWERPLAY,1,3,24,14,0,78,54,26.0,18.0,54.0,8.666666666666666,0,3.0,44.44444444444444,25.925925925925924,-0.722620504445314,0.2685026384275866,1.3231091353907793,0.47434676356436495,3.295836866004329,2.9444389791664403,1.3862943611198906,4.007333185232471,1
Shahnawaz Dhani,POWERPLAY,2,2,34,9,5,89,66,44.5,33.0,33.0,8.09090909090909,0,1.0,51.51515151515152,21.21212121212121,-0.722620504445314,0.7653110198966417,0.7857393092918672,0.25503061117847514,3.817712325956905,3.5263605246161616,0.6931471805599453,3.5263605246161616,1
Shahrukh Quddus,POWERPLAY,1,2,12,4,1,28,24,14.0,12.0,24.0,7.0,0,2.0,50.0,20.833333333333336,-0.722620504445314,0.6588520810104153,0.7425578054089192,-0.16051578281584164,2.70805020110221,2.5649493574615367,1.0986122886681096,3.2188758248682006,1
Shahrukh Quddus,POWERPLAY,2,3,19,1,0,17,30,5.666666666666667,10.0,15.0,3.4,0,1.5,63.33333333333333,3.333333333333333,-0.722620504445314,1.5956907432092033,-1.2524276739832934,-1.5318188829970882,1.8971199848858813,2.3978952727983707,0.9162907318741551,2.772588722239781,1
Shahzeb Choudhry,POWERPLAY,1,1,5,0,0,3,6,3.0,6.0,6.0,3.0,0,1.0,83.33333333333334,0.0,-0.722620504445314,3.000948736507387,-1.6324249081532387,-1.6841858941283379,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
Shakib Al Hasan,POWERPLAY,1,16,146,38,6,287,282,17.9375,17.625,282.0,6.1063829787234045,1,0.0,51.77304964539007,15.602836879432624,1.3836222061859889,0.7834316903453602,0.14628554966352622,-0.5009101693856546,2.941144083269588,2.924504764265623,0.0,5.645446897643238,0
Shakib Al Hasan,POWERPLAY,2,26,170,41,19,445,378,17.115384615384617,14.538461538461538,189.0,7.063492063492063,1,25.0,44.97354497354497,15.873015873015872,1.3836222061859889,0.3056787758164271,0.17708573075126222,-0.13633054295373861,2.8967615559949356,2.743318339939668,3.258096538021482,5.247024072160486,0
Shamsullah Ehsan,POWERPLAY,1,2,5,2,0,15,12,7.5,6.0,12.0,7.5,0,2.0,41.66666666666667,16.666666666666664,-0.722620504445314,0.07332791713617277,0.26756126269648717,0.0299429810982204,2.1400661634962708,1.9459101490553132,1.0986122886681096,2.5649493574615367,1
Shapoor Zadran,POWERPLAY,1,7,93,42,5,258,198,36.85714285714285,28.285714285714285,198.0,7.818181818181818,1,0.0,46.96969696969697,23.737373737373737,1.3836222061859889,0.44593420323796323,1.073616001844856,0.1511440126798963,3.6338196769309086,3.377099830083095,0.0,5.293304824724492,0
Shapoor Zadran,POWERPLAY,2,7,82,39,12,313,204,44.71428571428572,29.142857142857142,102.0,9.205882352941178,1,6.0,40.19607843137255,25.0,1.3836222061859889,-0.029999876488693976,1.2175543481213504,0.6797434697461971,3.822410846738459,3.405947984420753,1.9459101490553132,4.634728988229636,0
Sharafuddin Ashraf,POWERPLAY,2,1,11,4,1,32,24,32.0,24.0,12.0,8.0,0,0.5,45.83333333333333,20.833333333333336,-0.722620504445314,0.3660899990732935,0.7425578054089192,0.22040174501228244,3.4965075614664802,3.2188758248682006,0.4054651081081644,2.5649493574615367,1
Sheikh Rasik,POWERPLAY,1,1,12,0,1,13,18,13.0,18.0,18.0,4.333333333333333,0,1.0,66.66666666666666,5.555555555555555,-0.722620504445314,1.8299004087589001,-0.9990961845366634,-1.1762958570241726,2.639057329615259,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
Shiraz Khan,POWERPLAY,2,1,7,2,1,16,12,16.0,12.0,6.0,8.0,0,0.5,58.333333333333336,25.0,-0.722620504445314,1.244376244884658,1.2175543481213504,0.22040174501228244,2.833213344056216,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
Shivam Mavi,POWERPLAY,2,2,10,5,0,23,18,11.5,9.0,9.0,7.666666666666666,0,1.0,55.55555555555556,27.77777777777778,-0.722620504445314,1.049201523593244,1.5342187099296383,0.09342923573624086,2.5257286443082556,2.302585092994046,0.6931471805599453,2.302585092994046,1
Shoaib Akhtar,POWERPLAY,1,4,35,16,1,109,79,27.25,19.75,79.0,8.278481012658228,1,0.0,44.303797468354425,21.518987341772156,1.3836222061859889,0.25862037405840077,0.8207217934502057,0.326480043901127,3.34109345759245,3.0325462466767075,0.0,4.382026634673881,0
Shoaib Akhtar,POWERPLAY,2,11,81,23,6,180,150,16.363636363636363,13.636363636363637,75.0,7.199999999999999,1,10.0,54.0,19.33333333333333,1.3836222061859889,0.9399036796700517,0.571559050032443,-0.0843322772502171,2.854378155248259,2.6835090921860925,2.3978952727983707,4.330733340286331,0
Shoaib Malik,POWERPLAY,1,1,15,4,4,50,32,50.0,32.0,32.0,9.375,0,1.0,46.875,25.0,-0.722620504445314,0.4392805195575742,1.2175543481213504,0.744163345775953,3.9318256327243257,3.4965075614664802,0.6931471805599453,3.4965075614664802,1
Shoriful Islam,POWERPLAY,1,4,36,21,7,167,96,41.75,24.0,96.0,10.4375,1,0.0,37.5,29.166666666666668,1.3836222061859889,-0.21943416480094893,1.692550890833782,1.148888219093335,3.7553691953827695,3.2188758248682006,0.0,4.574710978503383,0
Shoriful Islam,POWERPLAY,2,4,35,7,1,66,72,16.5,18.0,36.0,5.5,1,3.0,48.61111111111111,11.11111111111111,1.3836222061859889,0.5612647203647078,-0.365767460920088,-0.7318920745580277,2.8622008809294686,2.9444389791664403,1.3862943611198906,3.6109179126442243,0
Sidhant Singh,POWERPLAY,1,1,3,1,0,6,6,6.0,6.0,6.0,6.0,0,1.0,50.0,16.666666666666664,-0.722620504445314,0.6588520810104153,0.26756126269648717,-0.5414333106439657,1.9459101490553132,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
Sikandar Raza,POWERPLAY,2,1,9,5,3,50,30,50.0,30.0,15.0,10.0,0,0.5,30.0,26.666666666666668,-0.722620504445314,-0.7464059122877674,1.4075529652063232,0.9822368006685306,3.9318256327243257,3.4339872044851463,0.4054651081081644,2.772588722239781,1
Simi Singh,POWERPLAY,1,6,56,14,3,148,138,24.666666666666668,23.0,138.0,6.434782608695652,1,0.0,40.57971014492754,12.318840579710146,1.3836222061859889,-0.0030447998909025184,-0.2280873036121366,-0.3758169941969552,3.245193133185574,3.1780538303479458,0.0,4.9344739331306915,0
Simi Singh,POWERPLAY,2,5,39,13,6,142,102,28.4,20.4,51.0,8.352941176470587,1,4.0,38.23529411764706,18.62745098039216,1.3836222061859889,-0.1677702679885158,0.4910890475023381,0.3548432254222081,3.380994674344636,3.0633909220278057,1.6094379124341003,3.9512437185814275,0
Sirajullah Khadim,POWERPLAY,1,1,9,0,0,4,12,4.0,12.0,12.0,2.0,0,1.0,75.0,0.0,-0.722620504445314,2.4154245726331434,-1.6324249081532387,-2.065103421956462,1.6094379124341003,2.5649493574615367,0.6931471805599453,2.5649493574615367,1
Sirajullah Khadim,POWERPLAY,2,3,34,3,3,40,48,13.333333333333334,16.0,24.0,5.0,0,1.5,70.83333333333334,12.5,-0.722620504445314,2.122662490696023,-0.2074352800159441,-0.9223508384720898,2.662587827025453,2.833213344056216,0.9162907318741551,3.2188758248682006,1
Sohag Gazi,POWERPLAY,1,2,21,12,3,94,60,47.0,30.0,60.0,9.4,0,2.0,35.0,25.0,-0.722620504445314,-0.3950914139632218,1.2175543481213504,0.7536862839716563,3.8712010109078907,3.4339872044851463,1.0986122886681096,4.110873864173311,1
Sohail Khan,POWERPLAY,2,3,19,7,1,61,54,20.33333333333333,18.0,27.0,6.777777777777777,0,1.5,35.18518518518518,14.814814814814811,-0.722620504445314,-0.3820797658771276,0.05645168815762856,-0.24516412233320292,3.060270794691562,2.9444389791664403,0.9162907318741551,3.332204510175204,1
Sohail Tanvir,POWERPLAY,1,15,194,55,5,480,408,32.0,27.2,408.0,7.0588235294117645,1,0.0,47.549019607843135,14.705882352941178,1.3836222061859889,0.4866390916356378,0.044033477890637406,-0.13810886941418735,3.4965075614664802,3.339321977944068,0.0,6.013715156042802,0
Sohail Tanvir,POWERPLAY,2,16,160,36,4,320,324,20.0,20.25,162.0,5.925925925925926,1,15.0,49.38271604938272,12.34567901234568,1.3836222061859889,0.6154799207234347,-0.2250277445608488,-0.5696494238164195,3.044522437723423,3.056356895370426,2.772588722239781,5.093750200806762,0
Sompal Kami,POWERPLAY,1,11,148,36,5,276,270,25.09090909090909,24.545454545454547,270.0,6.133333333333333,1,0.0,54.81481481481482,15.185185185185183,1.3836222061859889,0.9971549312488667,0.09867360306540045,-0.4906443069335493,3.2615869429612507,3.240459396535375,0.0,5.602118820879701,0
Sompal Kami,POWERPLAY,2,10,106,33,5,256,216,25.6,21.6,108.0,7.111111111111111,1,9.0,49.07407407407408,17.59259259259259,1.3836222061859889,0.5937938405799444,0.3731160499659165,-0.11819161305716133,3.280911215787653,3.1179499062782403,2.302585092994046,4.6913478822291435,0
Soumya Sarkar,POWERPLAY,2,1,2,0,0,3,3,3.0,3.0,1.5,6.0,0,0.5,66.66666666666666,0.0,-0.722620504445314,1.8299004087589001,-1.6324249081532387,-0.5414333106439657,1.3862943611198906,1.3862943611198906,0.4054651081081644,0.9162907318741551,1
Sufyan Mehmood,POWERPLAY,1,1,10,1,1,17,18,17.0,18.0,18.0,5.666666666666666,0,1.0,55.55555555555556,11.11111111111111,-0.722620504445314,1.049201523593244,-0.365767460920088,-0.6684058199200072,2.8903717578961645,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
Sulaiman Ali,POWERPLAY,1,1,6,2,2,57,30,57.0,30.0,30.0,11.4,0,1.0,20.0,13.333333333333334,-0.722620504445314,-1.4490349089368588,-0.11243597147345774,1.5155213396279044,4.060443010546419,3.4339872044851463,0.6931471805599453,3.4339872044851463,1
Sultan Ahmed,POWERPLAY,1,6,67,14,3,139,126,23.166666666666668,21.0,126.0,6.61904761904762,1,0.0,53.17460317460318,13.492063492063492,1.3836222061859889,0.8819089053434602,-0.09434086508441279,-0.3056272219884598,3.1849742731925197,3.091042453358316,0.0,4.844187086458591,0
Sultan Ahmed,POWERPLAY,2,4,70,10,3,123,132,30.75,33.0,66.0,5.590909090909091,1,3.0,53.03030303030303,9.848484848484848,1.3836222061859889,0.8717699587828672,-0.5097058071965824,-0.6972632083918346,3.457892725338701,3.5263605246161616,1.3862943611198906,4.204692619390966,0
Surya Anand,POWERPLAY,1,5,75,8,4,106,126,21.2,25.2,126.0,5.047619047619048,1,0.0,59.523809523809526,9.523809523809524,1.3836222061859889,1.3280225540095498,-0.5467185248105381,-0.9042119085755121,3.100092288878234,3.265759410767051,0.0,4.844187086458591,0
Surya Anand,POWERPLAY,2,2,73,3,4,84,120,42.0,60.0,60.0,4.199999999999999,0,1.0,60.83333333333333,5.833333333333333,-0.722620504445314,1.4200334940469304,-0.9674297483558345,-1.2270848607345892,3.7612001156935624,4.110873864173311,0.6931471805599453,4.110873864173311,1
Syazrul Idrus,POWERPLAY,1,16,73,15,3,140,144,8.75,9.0,144.0,5.833333333333333,1,0.0,50.69444444444444,12.5,1.3836222061859889,0.7076457613332686,-0.2074352800159441,-0.6049195652819865,2.277267285009756,2.302585092994046,0.0,4.976733742420574,0
Syazrul Idrus,POWERPLAY,2,9,70,13,2,112,120,12.444444444444445,13.333333333333334,60.0,5.6,1,8.0,58.333333333333336,12.5,1.3836222061859889,1.244376244884658,-0.2074352800159441,-0.6938003217752154,2.5985659682605218,2.662587827025453,2.1972245773362196,4.110873864173311,0
Syed Aziz,POWERPLAY,1,2,27,5,0,43,48,21.5,24.0,48.0,5.375,0,2.0,56.25,10.416666666666668,-0.722620504445314,1.0979952039160972,-0.44493355137215973,-0.7795067655365433,3.1135153092103742,3.2188758248682006,1.0986122886681096,3.8918202981106265,1
Syed Aziz,POWERPLAY,2,1,14,5,4,62,36,62.0,36.0,18.0,10.333333333333334,0,0.5,38.88888888888889,25.0,-0.722620504445314,-0.12184680415524153,1.2175543481213504,1.1092093099445721,4.143134726391533,3.6109179126442243,0.4054651081081644,2.9444389791664403,1
Syed Rasel,POWERPLAY,1,3,51,10,1,81,90,27.0,30.0,90.0,5.4,0,3.0,56.66666666666666,12.22222222222222,-0.722620504445314,1.1272714121098089,-0.23910171619677317,-0.76998382734084,3.332204510175204,3.4339872044851463,1.3862943611198906,4.51085950651685,1
Syed Rasel,POWERPLAY,2,1,21,11,3,79,48,79.0,48.0,24.0,9.875,0,0.5,43.75,29.166666666666668,-0.722620504445314,0.21970895810473312,1.692550890833782,0.934622109690015,4.382026634673881,3.8918202981106265,0.4054651081081644,3.2188758248682006,1
T Jamtsho,POWERPLAY,2,2,25,5,0,51,42,25.5,21.0,21.0,7.285714285714285,0,1.0,59.523809523809526,11.904761904761903,-0.722620504445314,1.3280225540095498,-0.27529192897486304,-0.051682203436378,3.2771447329921766,3.091042453358316,0.6931471805599453,3.091042453358316,1
T Kahamker,POWERPLAY,1,1,3,1,0,6,6,6.0,6.0,6.0,6.0,0,1.0,50.0,16.666666666666664,-0.722620504445314,0.6588520810104153,0.26756126269648717,-0.5414333106439657,1.9459101490553132,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
T Lungameni,POWERPLAY,2,4,31,3,1,33,48,8.25,12.0,24.0,4.125,1,3.0,64.58333333333334,8.333333333333332,1.3836222061859889,1.6835193677903406,-0.6824318227283758,-1.2556536753216982,2.224623551524334,2.5649493574615367,1.3862943611198906,3.2188758248682006,0
