Bowler,Cluster,DPPI_Bowl
GH O'Brien,0,0.8487992975496179
DC Smith,0,0.8485500685739581
M Ntini,0,0.8474889134450863
AF Ifill,0,0.8469634606208957
Rizwan Butt,0,0.8465695217394027
Arshdeep Singh,0,0.8454205713663507
Mohammad Wasim,0,0.8432595837591623
Ammar Khalid,0,0.8429327281895613
Fareed Ahmad,0,0.8392649996388515
T Lungameni,0,0.8375324319810254
MRJ Watt,0,0.8369087038594438
OC McCoy,0,0.8347905772349916
H Carlyon,0,0.8331690286505999
S Vashisht,0,0.8321734659934246
Haroon Arshad,0,0.8287685922091161
AS Joseph,0,0.8227572338005946
KS Airee,0,0.8227180380098067
Syazrul Idrus,0,0.8217980930474813
V Zimonjic,0,0.8217481336506287
Amjad Mahboob,0,0.8211793003505534
Haseeb Amjad,0,0.8198000341549592
Mahedi Hasan,0,0.8192743896954042
C Karunaratne,0,0.8184463702790494
N Pokana,0,0.8173269046607372
Amjad Sher,0,0.8163664942273592
Atif Mehmood,0,0.8158654840558701
EB Ringera,0,0.8158478551227744
SMSM Senanayake,0,0.8139158909768884
Shoaib Akhtar,0,0.8136582234792283
D Ravu,0,0.8113295500532549
Sayed Monib,0,0.8108871156616632
JA Morkel,0,0.8097668247360015
P Aho,0,0.8064813091451444
HA Chohan,0,0.8056418688281137
J Bulele,0,0.8052995964458276
Basil Hameed,0,0.8008812165530628
NW Bracken,0,0.7994591013307026
P Useni,0,0.798263217634334
Fitri Sham,0,0.7982252225710939
JP Faulkner,0,0.7977583173526348
Asad Ali Rehemtulla,0,0.7972128808857017
Vraj Patel,0,0.7965457127454725
Naveen-ul-Haq,0,0.7942832718265733
KOK Williams,0,0.7911594223884192
LA Simango,0,0.7907238701767969
GJ Delany,0,0.78655244585519
A Zampa,0,0.7859522103439578
Vinay Ravi,0,0.7829542656162879
KS Airee,0,0.7820962003106022
Mohammad Nawaz (3),0,0.7812559192686689
SR Thompson,0,0.7808495771336629
JP Behrendorff,0,0.7743107576078302
A Mene-Ejegi,0,0.7735169483563517
Abdul Razzaq,0,0.7728510395815622
Zahoor Khan,0,0.7725825676293424
PR Stirling,0,0.7697348099008796
KV Morea,0,0.7684166256786376
RP Singh,0,0.7662347250955109
Adil Butt,0,0.7660164348711288
Amjad Javed,0,0.7657360559982056
W Behr,0,0.7654399271533399
KMA Paul,0,0.7630472977221702
MR Swart,0,0.7626752562361409
GH Dockrell,0,0.7613562768434201
M Akayezu,0,0.7599443876742614
S Kushretha,0,0.7582171564198372
L Karlsson,0,0.7571847285643191
Gayan Munaweera,0,0.7568193823491084
J Theron,0,0.7531166729425206
Ishtiaq Ahmad,0,0.7528323907572142
Mohammad Nadeem,0,0.7510352799738924
LM Jongwe,0,0.7505717477076398
DA Blignaut,0,0.7447048516240747
A Nathwani,0,0.7435974347975501
C Campher,0,0.7432252593802687
Waqas Ahmad,0,0.7424794783903964
A Shukla,0,0.7420478955224171
Gaurav Mishra,0,0.7410518444102155
BM Tickner,0,0.7406473174016998
Saeed Ajmal,0,0.7403212363154344
I Ntirenganya,0,0.7398954690656602
E Sebareme,0,0.7388506981263846
FA Allen,0,0.736742815077528
KS Leverock,0,0.7345866759882124
IK Pathan,0,0.7342727512753401
J Rasu,0,0.7330444665735382
CAJ Meschede,0,0.7293323307880225
CRD Fernando,0,0.7262281408799446
Amoluk Singh,0,0.7226709061992046
M Ozturk,0,0.721952562522994
ND Laegsgaard,0,0.721696394320643
C Viljoen,0,0.7216122771713213
P Koech,0,0.7176902487243688
JD Unadkat,0,0.7167922219348176
CJ Chibhabha,0,0.7144220308573505
CW Perchard,0,0.7095269884198822
Kaleem Sana,0,0.7058844575324607
Ikramullah Khan,0,0.7053842167435239
Umar Adam,0,0.697173078778354
K Gilham,0,0.6928214624505475
M Sarenac,0,0.6924699131256657
JEC Franklin,0,0.6909290511838311
E Chigumbura,0,0.6885777161493992
N Nipiko,0,0.6877545960800889
IE O'Brien,0,0.6804771228380102
LH Ferguson,0,0.6801625801552965
IG Butler,0,0.6798331903105292
A Bohara,0,0.6766603287925473
AR Cusack,0,0.6736086327029296
LT Bichard,0,0.6697997454706668
HJ Manenti,0,0.6673157982258855
P Malav,0,0.6651267407726471
CJ Dala,0,0.661924943292693
Saad Bin Zafar,0,0.6482076878752325
AR Nurse,0,0.6368970592804896
BD Glover,0,0.6281483046871454
Avesh Khan,0,0.6221148378563175
Usman Najeeb,0,0.6183338903710441
C Waiswa,0,0.6087828542443565
K Kubota,0,0.5838533058190957
J Lewis,0,0.580975490008684
S Vijay Unni,0,0.5718720454420879
Khalid Ahmadi,0,0.5661759879788149
Mosaddek Hossain,0,0.5625500109192807
G Sesay,0,0.5595271062088747
KDA Lukies,0,0.5543108507744575
D Jakiel,0,0.5487031814761916
PWH de Silva,0,0.5278141497679931
JA Burrows,0,0.5101425020596185
K Gore,0,0.501525485443093
TD Astle,0,0.500308890332594
BB Sran,0,0.33939908096495625
JH Davey,1,0.11624365108534865
Shafiul Islam,1,0.06554896591016568
CB Mpofu,1,0.04474477412362149
Naseem Shah,1,0.02756246965037562
Mohammad Hafeez,1,0.02643938399125184
E Otieno,1,0.02120011567727631
Riazat Ali Shah,1,0.017137403782652605
AM Kimote,1,0.013997981370395068
DT Tiripano,1,0.012582537760304602
KK Ahmed,1,0.009823137961724404
Khalid Zahid,1,0.009396431052680676
Fayyaz Butt,1,0.008924518630888084
Anwar Ali,1,0.00017009599809048037
NLTC Perera,1,-0.0057665709600945025
CH Morris,1,-0.013581959757043738
I Udana,1,-0.021146654649845442
SMK Waththage,1,-0.024341047009105554
